goals,shots,sog,assists,player_count,avg_player_year,for,mid,G_mean,SH_mean,SOG_mean,A_mean,match_id,team,season,date,home_team,away_team,is_home,result,goal_diff,shot_diff,sog_diff,assist_diff,G_mean_diff,SH_mean_diff,SOG_mean_diff,A_mean_diff
2,18,12,0,13,,0.0,0.0,0.1538461538461538,1.3846153846153846,0.9230769230769232,0.0,2024-25__sun-22__saskatchewan__unbc,unbc,2024-25,sun. 22,saskatchewan,unbc,0,win,-1,13,7,-3,-0.04615384615384621,1.0512820512820513,0.5897435897435899,-0.2
0,10,3,0,16,,0.0,0.0,0.0,0.625,0.1875,0.0,2024-25__sun-25__calgary__lethbridge,lethbridge,2024-25,sun. 25,calgary,lethbridge,0,draw,0,-3,-1,0,0.0,-0.1875,-0.0625,0.0
2,15,8,1,17,,0.0,0.0,0.1176470588235294,0.8823529411764706,0.4705882352941176,0.0588235294117647,2024-25__sun-25__mount-royal__saskatchewan,saskatchewan,2024-25,sun. 25,mount royal,saskatchewan,0,loss,1,11,6,1,0.0509803921568628,0.615686274509804,0.3372549019607843,0.0588235294117647
2,17,6,1,16,,0.0,0.0,0.125,1.0625,0.375,0.0625,2024-25__sun-25__ufv__unbc,unbc,2024-25,sun. 25,ufv,unbc,0,loss,2,9,4,1,0.125,0.5291666666666667,0.2416666666666667,0.0625
4,18,12,3,16,,0.0,0.0,0.25,1.125,0.75,0.1875,2024-25__sun-25__victoria__ubc-okanagan,ubc-okanagan,2024-25,sun. 25,victoria,ubc okanagan,0,loss,3,11,9,2,0.1911764705882353,0.7132352941176471,0.5735294117647058,0.1286764705882353
2,17,8,2,15,,0.0,0.0,0.1333333333333333,1.1333333333333333,0.5333333333333333,0.1333333333333333,2024-25__sun-29__alberta__saskatchewan,saskatchewan,2024-25,sun. 29,alberta,saskatchewan,0,loss,2,14,7,2,0.1333333333333333,0.9568627450980391,0.4745098039215686,0.1333333333333333
4,18,8,3,16,,0.0,0.0,0.25,1.125,0.5,0.1875,2024-25__sun-29__macewan__lethbridge,lethbridge,2024-25,sun. 29,macewan,lethbridge,0,loss,4,3,5,3,0.25,0.24264705882352944,0.3235294117647059,0.1875
0,8,5,0,18,,0.0,0.0,0.0,0.4444444444444444,0.2777777777777778,0.0,2024-25__sun-29__unbc__trinity-western,trinity-western,2024-25,sun. 29,unbc,trinity western,0,win,-6,-6,-6,-5,-0.3529411764705882,-0.3790849673202614,-0.369281045751634,-0.2941176470588235
1,12,3,0,13,,0.0,0.0,0.0769230769230769,0.9230769230769232,0.2307692307692307,0.0,2024-25__sun-6__calgary__alberta,alberta,2024-25,sun. 6,calgary,alberta,0,draw,0,3,-2,-1,0.005494505494505503,0.28021978021978033,-0.1263736263736264,-0.0714285714285714
4,21,16,3,17,,0.0,0.0,0.2352941176470588,1.2352941176470589,0.9411764705882352,0.1764705882352941,2024-25__sun-6__mount-royal__macewan,macewan,2024-25,sun. 6,mount royal,macewan,0,loss,4,18,16,3,0.2352941176470588,1.035294117647059,0.9411764705882352,0.1764705882352941
6,16,9,6,16,,0.0,0.0,0.375,1.0,0.5625,0.375,2024-25__sun-6__ufv__ubc-okanagan,ubc-okanagan,2024-25,sun. 6,ufv,ubc okanagan,0,loss,6,10,7,6,0.375,0.6666666666666667,0.4513888888888889,0.375
1,8,3,1,14,,0.0,0.0,0.0714285714285714,0.5714285714285714,0.2142857142857142,0.0714285714285714,2024-25__sun-8__alberta__mount-royal,mount-royal,2024-25,sun. 8,alberta,mount royal,0,draw,0,-1,-2,0,0.0047619047619048005,-0.02857142857142858,-0.11904761904761912,0.0047619047619048005
0,8,5,0,13,,0.0,0.0,0.0,0.6153846153846154,0.3846153846153846,0.0,2024-25__sun-8__macewan__calgary,calgary,2024-25,sun. 8,macewan,calgary,0,win,-2,-6,-2,-2,-0.1176470588235294,-0.20814479638009042,-0.02714932126696834,-0.1176470588235294
1,8,3,1,13,,0.0,0.0,0.0769230769230769,0.6153846153846154,0.2307692307692307,0.0769230769230769,2024-25__thu-10__victoria__ubc,ubc,2024-25,thu. 10,victoria,ubc,0,loss,1,-4,-4,1,0.0769230769230769,-0.24175824175824168,-0.2692307692307693,0.0769230769230769
0,13,7,0,12,,0.0,0.0,0.0,1.0833333333333333,0.5833333333333334,0.0,2025-26__fri-10__saskatchewan__lethbridge,lethbridge,2025-26,fri. 10,saskatchewan,lethbridge,0,draw,0,8,6,0,0.0,0.7708333333333333,0.5208333333333334,0.0
2,16,5,1,16,,0.0,0.0,0.125,1.0,0.3125,0.0625,2025-26__fri-10__thompson-rivers__ubco,ubco,2025-26,fri. 10,thompson rivers,ubco,0,draw,1,4,0,0,0.0480769230769231,0.07692307692307676,-0.07211538461538458,-0.0144230769230769
2,11,7,2,16,,0.0,0.0,0.125,0.6875,0.4375,0.125,2025-26__fri-10__ufv__trinity-western,trinity-western,2025-26,fri. 10,ufv,trinity western,0,draw,-1,4,1,-1,-0.08928571428571419,0.1875,0.008928571428571508,-0.08928571428571419
1,7,3,1,14,,0.0,0.0,0.0714285714285714,0.5,0.2142857142857142,0.0714285714285714,2025-26__fri-12__thompson-rivers__lethbridge,lethbridge,2025-26,fri. 12,thompson rivers,lethbridge,0,draw,0,-1,-2,0,0.0047619047619048005,-0.033333333333333326,-0.11904761904761912,0.0047619047619048005
0,13,3,0,14,,0.0,0.0,0.0,0.9285714285714286,0.2142857142857142,0.0,2025-26__fri-12__trinity-western__mount-royal,mount-royal,2025-26,fri. 12,trinity western,mount royal,0,draw,0,3,2,0,0.0,0.261904761904762,0.1476190476190476,0.0
1,14,4,1,16,,0.0,0.0,0.0625,0.875,0.25,0.0625,2025-26__fri-12__ubc__alberta,alberta,2025-26,fri. 12,ubc,alberta,0,loss,1,7,3,1,0.0625,0.33653846153846156,0.1730769230769231,0.0625
1,11,5,0,17,,0.0,0.0,0.0588235294117647,0.6470588235294118,0.2941176470588235,0.0,2025-26__fri-12__ubco__calgary,calgary,2025-26,fri. 12,ubco,calgary,0,win,-5,-11,-7,-5,-0.2941176470588235,-0.6470588235294118,-0.41176470588235303,-0.2941176470588235
3,7,5,2,16,,0.0,0.0,0.1875,0.4375,0.3125,0.125,2025-26__fri-12__ufv__macewan,macewan,2025-26,fri. 12,ufv,macewan,0,loss,3,-5,-2,2,0.1875,-0.4196428571428571,-0.1875,0.125
1,16,11,1,17,,0.0,0.0,0.0588235294117647,0.9411764705882352,0.6470588235294118,0.0588235294117647,2025-26__fri-12__unbc__saskatchewan,saskatchewan,2025-26,fri. 12,unbc,saskatchewan,0,win,-2,6,8,-1,-0.1554621848739495,0.22689075630252087,0.4327731092436976,-0.0840336134453781
2,14,4,2,15,,0.0,0.0,0.1333333333333333,0.9333333333333332,0.2666666666666666,0.1333333333333333,2025-26__fri-22__ubc__ufv,ufv,2025-26,fri. 22,ubc,ufv,0,loss,1,9,1,1,0.07450980392156861,0.6392156862745098,0.0901960784313725,0.07450980392156861
2,10,6,2,15,,0.0,0.0,0.1333333333333333,0.6666666666666666,0.4,0.1333333333333333,2025-26__fri-22__unbc__thompson-rivers,thompson-rivers,2025-26,fri. 22,unbc,thompson rivers,0,loss,1,-9,-4,1,0.06190476190476191,-0.6904761904761906,-0.3142857142857143,0.06190476190476191
3,15,7,3,16,,0.0,0.0,0.1875,0.9375,0.4375,0.1875,2025-26__fri-22__victoria__trinity-western,trinity-western,2025-26,fri. 22,victoria,trinity western,0,loss,2,8,1,2,0.1208333333333334,0.4708333333333333,0.03749999999999998,0.1208333333333334
2,18,3,1,14,,0.0,0.0,0.1428571428571428,1.2857142857142858,0.2142857142857142,0.0714285714285714,2025-26__fri-26__ubc__thompson-rivers,thompson-rivers,2025-26,fri. 26,ubc,thompson rivers,0,loss,2,7,0,1,0.1428571428571428,0.3690476190476192,-0.03571428571428581,0.0714285714285714
1,10,6,0,13,,0.0,0.0,0.0769230769230769,0.7692307692307693,0.4615384615384615,0.0,2025-26__fri-26__unbc__ufv,ufv,2025-26,fri. 26,unbc,ufv,0,win,-2,-1,-3,-3,-0.1373626373626373,-0.016483516483516425,-0.1813186813186814,-0.2142857142857142
3,22,15,3,17,,0.0,0.0,0.1764705882352941,1.2941176470588236,0.8823529411764706,0.1764705882352941,2025-26__fri-26__victoria__ubco,ubco,2025-26,fri. 26,victoria,ubco,0,loss,3,17,14,3,0.1764705882352941,0.9816176470588236,0.8198529411764706,0.1764705882352941
2,11,5,1,15,,0.0,0.0,0.1333333333333333,0.7333333333333333,0.3333333333333333,0.0666666666666666,2025-26__fri-29__lethbridge__calgary,calgary,2025-26,fri. 29,lethbridge,calgary,0,win,-1,-1,-1,-2,-0.054166666666666696,-0.01666666666666672,-0.041666666666666685,-0.1208333333333334
1,10,4,0,14,,0.0,0.0,0.0714285714285714,0.7142857142857143,0.2857142857142857,0.0,2025-26__fri-29__saskatchewan__mount-royal,mount-royal,2025-26,fri. 29,saskatchewan,mount royal,0,win,0,2,1,0,0.008928571428571397,0.2142857142857143,0.0982142857142857,0.0
0,7,1,0,17,,0.0,0.0,0.0,0.4117647058823529,0.0588235294117647,0.0,2025-26__fri-29__thompson-rivers__ubc,ubc,2025-26,fri. 29,thompson rivers,ubc,0,win,-3,-16,-9,-3,-0.1764705882352941,-0.9411764705882354,-0.5294117647058824,-0.1764705882352941
2,6,3,2,16,,0.0,0.0,0.125,0.375,0.1875,0.125,2025-26__fri-29__trinity-western__unbc,unbc,2025-26,fri. 29,trinity western,unbc,0,win,0,2,0,0,-0.0288461538461538,0.06730769230769229,-0.0432692307692307,-0.0288461538461538
1,7,4,1,16,,0.0,0.0,0.0625,0.4375,0.25,0.0625,2025-26__fri-29__ubco__victoria,victoria,2025-26,fri. 29,ubco,victoria,0,win,-1,-2,0,-1,-0.0625,-0.125,0.0,-0.0625
0,9,2,0,16,,0.0,0.0,0.0,0.5625,0.125,0.0,2025-26__fri-3__trinity-western__ubc,ubc,2025-26,fri. 3,trinity western,ubc,0,win,-1,-2,-2,-1,-0.0714285714285714,-0.2232142857142857,-0.1607142857142857,-0.0714285714285714
1,8,2,0,16,,0.0,0.0,0.0625,0.5,0.125,0.0,2025-26__fri-3__ufv__victoria,victoria,2025-26,fri. 3,ufv,victoria,0,win,-1,0,-3,-2,-0.0708333333333333,-0.033333333333333326,-0.20833333333333331,-0.1333333333333333
1,11,7,1,15,,0.0,0.0,0.0666666666666666,0.7333333333333333,0.4666666666666667,0.0666666666666666,2025-26__fri-5__trinity-western__ubco,ubco,2025-26,fri. 5,trinity western,ubco,0,draw,0,6,5,0,-0.0047619047619048005,0.3761904761904762,0.3238095238095239,-0.0047619047619048005
5,14,9,5,17,,0.0,0.0,0.2941176470588235,0.8235294117647058,0.5294117647058824,0.2941176470588235,2025-26__fri-5__ufv__thompson-rivers,thompson-rivers,2025-26,fri. 5,ufv,thompson rivers,0,loss,5,9,6,5,0.2941176470588235,0.5294117647058824,0.35294117647058826,0.2941176470588235
3,17,11,2,16,,0.0,0.0,0.1875,1.0625,0.6875,0.125,2025-26__fri-5__victoria__unbc,unbc,2025-26,fri. 5,victoria,unbc,0,loss,2,8,7,1,0.125,0.5,0.4375,0.0625
3,22,12,3,13,,0.0,0.0,0.2307692307692307,1.6923076923076923,0.9230769230769232,0.2307692307692307,2025-26__sat-11__thompson-rivers__ubco,ubco,2025-26,sat. 11,thompson rivers,ubco,0,draw,2,13,9,2,0.1593406593406593,1.0494505494505493,0.708791208791209,0.1593406593406593
0,5,1,0,15,,0.0,0.0,0.0,0.3333333333333333,0.0666666666666666,0.0,2025-26__sat-11__trinity-western__ufv,ufv,2025-26,sat. 11,trinity western,ufv,0,draw,0,-8,-1,0,0.0,-0.6666666666666667,-0.0871794871794872,0.0
1,9,3,1,16,,0.0,0.0,0.0625,0.5625,0.1875,0.0625,2025-26__sat-11__victoria__ubc,ubc,2025-26,sat. 11,victoria,ubc,0,draw,-1,-16,-13,-1,-0.0803571428571428,-1.2232142857142858,-0.9553571428571428,-0.0803571428571428
0,10,3,0,18,,0.0,0.0,0.0,0.5555555555555556,0.1666666666666666,0.0,2025-26__sat-13__thompson-rivers__calgary,calgary,2025-26,sat. 13,thompson rivers,calgary,0,win,-4,2,-2,-4,-0.2352941176470588,0.084967320261438,-0.12745098039215688,-0.2352941176470588
3,10,6,3,16,,0.0,0.0,0.1875,0.625,0.375,0.1875,2025-26__sat-13__trinity-western__macewan,macewan,2025-26,sat. 13,trinity western,macewan,0,loss,1,4,3,2,0.0336538461538462,0.1634615384615385,0.1442307692307693,0.1105769230769231
0,14,4,0,17,,0.0,0.0,0.0,0.8235294117647058,0.2352941176470588,0.0,2025-26__sat-13__ubco__lethbridge,lethbridge,2025-26,sat. 13,ubco,lethbridge,0,win,-1,4,0,0,-0.0588235294117647,0.23529411764705876,0.0,0.0
0,7,2,0,15,,0.0,0.0,0.0,0.4666666666666667,0.1333333333333333,0.0,2025-26__sat-13__ufv__mount-royal,mount-royal,2025-26,sat. 13,ufv,mount royal,0,draw,0,1,-1,0,0.0,0.03809523809523818,-0.08095238095238089,0.0
5,16,8,3,17,,0.0,0.0,0.2941176470588235,0.9411764705882352,0.4705882352941176,0.1764705882352941,2025-26__sat-20__alberta__ubco,ubco,2025-26,sat. 20,alberta,ubco,0,loss,5,10,6,3,0.2941176470588235,0.588235294117647,0.3529411764705882,0.1764705882352941
4,17,11,3,17,,0.0,0.0,0.2352941176470588,1.0,0.6470588235294118,0.1764705882352941,2025-26__sat-20__calgary__unbc,unbc,2025-26,sat. 20,calgary,unbc,0,loss,2,10,8,2,0.1176470588235294,0.5882352941176471,0.4705882352941177,0.11764705882352941
1,12,5,1,17,,0.0,0.0,0.0588235294117647,0.7058823529411765,0.2941176470588235,0.0588235294117647,2025-26__sat-20__lethbridge__victoria,victoria,2025-26,sat. 20,lethbridge,victoria,0,win,-2,-3,-2,-1,-0.11764705882352941,-0.17647058823529405,-0.11764705882352944,-0.0588235294117647
0,11,0,0,14,,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,2025-26__sat-20__macewan__thompson-rivers,thompson-rivers,2025-26,sat. 20,macewan,thompson rivers,0,win,-1,1,-2,-1,-0.0714285714285714,0.0714285714285714,-0.1428571428571428,-0.0714285714285714
0,11,3,0,16,,0.0,0.0,0.0,0.6875,0.1875,0.0,2025-26__sat-20__mount-royal__ubc,ubc,2025-26,sat. 20,mount royal,ubc,0,win,-2,-4,-3,-1,-0.1333333333333333,-0.3125,-0.21250000000000002,-0.0666666666666666
2,14,6,1,15,,0.0,0.0,0.1333333333333333,0.9333333333333332,0.4,0.0666666666666666,2025-26__sat-20__saskatchewan__trinity-western,trinity-western,2025-26,sat. 20,saskatchewan,trinity western,0,loss,1,7,1,1,0.0708333333333333,0.49583333333333324,0.08750000000000002,0.0666666666666666
4,16,6,3,17,,0.0,0.0,0.2352941176470588,0.9411764705882352,0.3529411764705882,0.1764705882352941,2025-26__sat-23__calgary__macewan,macewan,2025-26,sat. 23,calgary,macewan,0,loss,3,11,3,2,0.1727941176470588,0.6286764705882352,0.1654411764705882,0.1139705882352941
3,10,6,3,16,,0.0,0.0,0.1875,0.625,0.375,0.1875,2025-26__sat-23__mount-royal__alberta,alberta,2025-26,sat. 23,mount royal,alberta,0,loss,2,-1,2,2,0.1208333333333334,-0.10833333333333328,0.10833333333333339,0.1208333333333334
2,17,9,2,15,,0.0,0.0,0.1333333333333333,1.1333333333333333,0.6,0.1333333333333333,2025-26__sat-23__ubc__trinity-western,trinity-western,2025-26,sat. 23,ubc,trinity western,0,loss,1,9,4,1,0.0708333333333333,0.6333333333333333,0.2875,0.0708333333333333
1,3,2,0,17,,0.0,0.0,0.0588235294117647,0.1764705882352941,0.1176470588235294,0.0,2025-26__sat-23__victoria__ufv,ufv,2025-26,sat. 23,victoria,ufv,0,draw,0,-6,-3,-1,-0.003676470588235302,-0.3860294117647059,-0.19485294117647062,-0.0625
3,10,5,3,17,,0.0,0.0,0.1764705882352941,0.5882352941176471,0.2941176470588235,0.1764705882352941,2025-26__sat-27__alberta__calgary,calgary,2025-26,sat. 27,alberta,calgary,0,loss,3,-2,0,3,0.1764705882352941,-0.11764705882352944,0.0,0.1764705882352941
0,19,7,0,14,,0.0,0.0,0.0,1.3571428571428572,0.5,0.0,2025-26__sat-27__macewan__mount-royal,mount-royal,2025-26,sat. 27,macewan,mount royal,0,win,-2,8,4,0,-0.125,0.6696428571428572,0.3125,0.0
5,22,15,4,17,,0.0,0.0,0.2941176470588235,1.2941176470588236,0.8823529411764706,0.2352941176470588,2025-26__sat-27__ubc__ubco,ubco,2025-26,sat. 27,ubc,ubco,0,loss,5,18,12,4,0.2941176470588235,1.0441176470588236,0.6948529411764706,0.2352941176470588
1,8,4,0,15,,0.0,0.0,0.0666666666666666,0.5333333333333333,0.2666666666666666,0.0,2025-26__sat-27__unbc__ufv,ufv,2025-26,sat. 27,unbc,ufv,0,win,-1,-8,-5,-2,-0.058333333333333404,-0.4666666666666667,-0.2958333333333334,-0.125
2,10,5,2,16,,0.0,0.0,0.125,0.625,0.3125,0.125,2025-26__sat-27__victoria__thompson-rivers,thompson-rivers,2025-26,sat. 27,victoria,thompson rivers,0,loss,2,2,2,2,0.125,0.09166666666666667,0.11249999999999999,0.125
2,8,4,0,15,,0.0,0.0,0.1333333333333333,0.5333333333333333,0.2666666666666666,0.0,2025-26__sat-30__macewan__alberta,alberta,2025-26,sat. 30,macewan,alberta,0,draw,0,-9,-3,-2,-0.00952380952380949,-0.6809523809523809,-0.2333333333333334,-0.1428571428571428
1,7,4,1,13,,0.0,0.0,0.0769230769230769,0.5384615384615384,0.3076923076923077,0.0769230769230769,2025-26__sat-30__thompson-rivers__victoria,victoria,2025-26,sat. 30,thompson rivers,victoria,0,win,-1,-11,-3,0,-0.0659340659340659,-0.7472527472527474,-0.1923076923076923,0.005494505494505503
1,11,4,0,14,,0.0,0.0,0.0714285714285714,0.7857142857142857,0.2857142857142857,0.0,2025-26__sat-30__trinity-western__unbc,unbc,2025-26,sat. 30,trinity western,unbc,0,loss,1,6,2,0,0.0714285714285714,0.4732142857142857,0.1607142857142857,0.0
1,10,6,1,17,,0.0,0.0,0.0588235294117647,0.5882352941176471,0.3529411764705882,0.0588235294117647,2025-26__sat-30__ubco__ubc,ubc,2025-26,sat. 30,ubco,ubc,0,win,-3,-19,-8,-3,-0.1764705882352941,-1.1176470588235294,-0.47058823529411764,-0.1764705882352941
0,10,2,0,14,,0.0,0.0,0.0,0.7142857142857143,0.1428571428571428,0.0,2025-26__sat-4__alberta__macewan,macewan,2025-26,sat. 4,alberta,macewan,0,win,-1,4,-1,0,-0.0769230769230769,0.2527472527472528,-0.0879120879120879,0.0
0,26,9,0,16,,0.0,0.0,0.0,1.625,0.5625,0.0,2025-26__sat-4__calgary__saskatchewan,saskatchewan,2025-26,sat. 4,calgary,saskatchewan,0,win,-1,21,7,0,-0.0714285714285714,1.2678571428571428,0.4196428571428572,0.0
0,11,3,0,18,,0.0,0.0,0.0,0.6111111111111112,0.1666666666666666,0.0,2025-26__sat-4__mount-royal__lethbridge,lethbridge,2025-26,sat. 4,mount royal,lethbridge,0,win,-3,3,-2,-1,-0.1666666666666666,0.16666666666666674,-0.11111111111111119,-0.0555555555555555
0,6,1,0,15,,0.0,0.0,0.0,0.4,0.0666666666666666,0.0,2025-26__sat-4__trinity-western__victoria,victoria,2025-26,sat. 4,trinity western,victoria,0,win,-1,-4,-5,-1,-0.0625,-0.22499999999999998,-0.3083333333333334,-0.0625
3,17,9,1,16,,0.0,0.0,0.1875,1.0625,0.5625,0.0625,2025-26__sat-4__ubco__unbc,unbc,2025-26,sat. 4,ubco,unbc,0,loss,1,2,0,-1,0.0625,0.125,0.0,-0.0625
1,11,4,1,13,,0.0,0.0,0.0769230769230769,0.8461538461538461,0.3076923076923077,0.0769230769230769,2025-26__sat-6__alberta__lethbridge,lethbridge,2025-26,sat. 6,alberta,lethbridge,0,draw,0,7,2,0,0.0144230769230769,0.5961538461538461,0.1826923076923077,0.0144230769230769
0,15,5,0,16,,0.0,0.0,0.0,0.9375,0.3125,0.0,2025-26__sat-6__calgary__mount-royal,mount-royal,2025-26,sat. 6,calgary,mount royal,0,win,-4,1,-3,-3,-0.25,0.0625,-0.1875,-0.1875
1,8,3,0,13,,0.0,0.0,0.0769230769230769,0.6153846153846154,0.2307692307692307,0.0,2025-26__sat-6__macewan__saskatchewan,saskatchewan,2025-26,sat. 6,macewan,saskatchewan,0,draw,0,-4,-3,-1,0.005494505494505503,-0.24175824175824168,-0.1978021978021978,-0.0714285714285714
3,6,4,2,15,,0.0,0.0,0.2,0.4,0.2666666666666666,0.1333333333333333,2025-26__sat-6__trinity-western__thompson-rivers,thompson-rivers,2025-26,sat. 6,trinity western,thompson rivers,0,loss,3,0,0,2,0.2,0.04705882352941182,0.031372549019607815,0.1333333333333333
4,16,8,4,17,,0.0,0.0,0.2352941176470588,0.9411764705882352,0.4705882352941176,0.2352941176470588,2025-26__sat-6__ufv__ubco,ubco,2025-26,sat. 6,ufv,ubco,0,loss,4,9,2,4,0.2352941176470588,0.5036764705882352,0.09558823529411759,0.2352941176470588
1,17,10,0,16,,0.0,0.0,0.0625,1.0625,0.625,0.0,2025-26__sat-6__victoria__unbc,unbc,2025-26,sat. 6,victoria,unbc,0,draw,0,12,6,-1,0.0,0.75,0.375,-0.0625
3,24,13,1,15,,0.0,0.0,0.2,1.6,0.8666666666666667,0.0666666666666666,2025-26__sun-14__ubc__saskatchewan,saskatchewan,2025-26,sun. 14,ubc,saskatchewan,0,loss,2,21,11,0,0.12307692307692311,1.3692307692307695,0.712820512820513,-0.010256410256410303
1,8,3,1,16,,0.0,0.0,0.0625,0.5,0.1875,0.0625,2025-26__sun-14__victoria__alberta,alberta,2025-26,sun. 14,victoria,alberta,0,loss,1,1,2,1,0.0625,0.033333333333333326,0.1208333333333334,0.0625
1,8,3,1,14,,0.0,0.0,0.0714285714285714,0.5714285714285714,0.2142857142857142,0.0714285714285714,2025-26__sun-21__alberta__thompson-rivers,thompson-rivers,2025-26,sun. 21,alberta,thompson rivers,0,loss,1,1,3,1,0.0714285714285714,0.03296703296703296,0.2142857142857142,0.0714285714285714
2,21,6,2,16,,0.0,0.0,0.125,1.3125,0.375,0.125,2025-26__sun-21__calgary__victoria,victoria,2025-26,sun. 21,calgary,victoria,0,loss,1,10,2,1,0.0625,0.625,0.125,0.0625
2,8,5,1,16,,0.0,0.0,0.125,0.5,0.3125,0.0625,2025-26__sun-21__lethbridge__ubc,ubc,2025-26,sun. 21,lethbridge,ubc,0,win,-2,-9,-5,0,-0.125,-0.5625,-0.3125,0.0
1,23,7,1,14,,0.0,0.0,0.0714285714285714,1.6428571428571428,0.5,0.0714285714285714,2025-26__sun-21__macewan__ubco,ubco,2025-26,sun. 21,macewan,ubco,0,draw,0,15,3,0,0.0047619047619048005,1.1095238095238096,0.2333333333333334,0.0047619047619048005
3,13,4,1,16,,0.0,0.0,0.1875,0.8125,0.25,0.0625,2025-26__sun-21__mount-royal__unbc,unbc,2025-26,sun. 21,mount royal,unbc,0,draw,0,6,1,-1,0.0,0.375,0.0625,-0.0625
2,17,11,0,14,,0.0,0.0,0.1428571428571428,1.2142857142857142,0.7857142857142857,0.0,2025-26__sun-21__saskatchewan__ufv,ufv,2025-26,sun. 21,saskatchewan,ufv,0,win,-4,6,3,-6,-0.2321428571428572,0.5267857142857142,0.2857142857142857,-0.375
1,11,5,1,14,,0.0,0.0,0.0714285714285714,0.7857142857142857,0.3571428571428571,0.0714285714285714,2025-26__sun-24__calgary__alberta,alberta,2025-26,sun. 24,calgary,alberta,0,win,-1,4,2,0,-0.06190476190476191,0.319047619047619,0.15714285714285708,0.0047619047619048005
3,14,8,3,16,,0.0,0.0,0.1875,0.875,0.5,0.1875,2025-26__sun-24__mount-royal__macewan,macewan,2025-26,sun. 24,mount royal,macewan,0,loss,2,11,6,2,0.1208333333333334,0.675,0.3666666666666667,0.1208333333333334
2,13,8,1,16,,0.0,0.0,0.125,0.8125,0.5,0.0625,2025-26__sun-24__unbc__thompson-rivers,thompson-rivers,2025-26,sun. 24,unbc,thompson rivers,0,loss,1,-6,-2,1,0.0625,-0.375,-0.125,0.0625
0,10,2,0,15,,0.0,0.0,0.0,0.6666666666666666,0.1333333333333333,0.0,2025-26__sun-28__alberta__mount-royal,mount-royal,2025-26,sun. 28,alberta,mount royal,0,win,-1,-4,-3,-1,-0.0666666666666666,-0.2666666666666666,-0.2,-0.0666666666666666
2,18,11,1,14,,0.0,0.0,0.1428571428571428,1.2857142857142858,0.7857142857142857,0.0714285714285714,2025-26__sun-28__lethbridge__saskatchewan,saskatchewan,2025-26,sun. 28,lethbridge,saskatchewan,0,loss,1,3,5,1,0.0761904761904762,0.2857142857142858,0.3857142857142857,0.0714285714285714
1,5,2,1,14,,0.0,0.0,0.0714285714285714,0.3571428571428571,0.1428571428571428,0.0714285714285714,2025-26__sun-28__macewan__calgary,calgary,2025-26,sun. 28,macewan,calgary,0,loss,1,-6,-2,1,0.0714285714285714,-0.4285714285714286,-0.1428571428571429,0.0714285714285714
0,14,9,0,15,,0.0,0.0,0.0,0.9333333333333332,0.6,0.0,2025-26__sun-31__lethbridge__mount-royal,mount-royal,2025-26,sun. 31,lethbridge,mount royal,0,draw,0,1,5,0,0.0,0.12083333333333324,0.35,0.0
0,13,3,0,15,,0.0,0.0,0.0,0.8666666666666667,0.2,0.0,2025-26__sun-31__saskatchewan__calgary,calgary,2025-26,sun. 31,saskatchewan,calgary,0,win,-1,7,-3,-1,-0.0588235294117647,0.5137254901960785,-0.1529411764705882,-0.0588235294117647
1,21,5,0,16,,0.0,0.0,0.0625,1.3125,0.3125,0.0,2025-26__sun-5__calgary__lethbridge,lethbridge,2025-26,sun. 5,calgary,lethbridge,0,draw,0,16,1,0,-0.008928571428571397,0.9553571428571429,0.0267857142857143,0.0
3,12,9,3,15,,0.0,0.0,0.2,0.8,0.6,0.2,2025-26__sun-5__mount-royal__saskatchewan,saskatchewan,2025-26,sun. 5,mount royal,saskatchewan,0,loss,2,-1,3,2,0.12857142857142861,-0.12857142857142856,0.17142857142857149,0.12857142857142861
0,28,14,0,14,,0.0,0.0,0.0,2.0,1.0,0.0,2025-26__sun-5__ubco__unbc,unbc,2025-26,sun. 5,ubco,unbc,0,win,-3,9,7,-2,-0.1875,0.8125,0.5625,-0.125
0,3,1,0,15,,0.0,0.0,0.0,0.2,0.0666666666666666,0.0,2025-26__sun-5__ufv__ubc,ubc,2025-26,sun. 5,ufv,ubc,0,draw,0,-4,-4,0,0.0,-0.3,-0.2904761904761905,0.0
2,15,9,1,15,,0.0,0.0,0.1333333333333333,1.0,0.6,0.0666666666666666,2025-26__sun-7__alberta__saskatchewan,saskatchewan,2025-26,sun. 7,alberta,saskatchewan,0,loss,2,8,5,1,0.1333333333333333,0.5,0.3142857142857143,0.0666666666666666
1,11,3,1,15,,0.0,0.0,0.0666666666666666,0.7333333333333333,0.2,0.0666666666666666,2025-26__sun-7__macewan__lethbridge,lethbridge,2025-26,sun. 7,macewan,lethbridge,0,win,-2,-1,-7,-2,-0.1208333333333334,-0.01666666666666672,-0.425,-0.1208333333333334
3,14,7,3,16,,0.0,0.0,0.1875,0.875,0.4375,0.1875,2025-26__thu-9__ubc__victoria,victoria,2025-26,thu. 9,ubc,victoria,0,loss,3,5,4,3,0.1875,0.34558823529411764,0.2610294117647059,0.1875
