match_id,season,team,date,home_team,away_team,is_home,result,shots_rolling3,sog_rolling3,assists_rolling3,player_count_rolling3,avg_player_year_rolling3,shots_form_diff,sog_form_diff,assists_form_diff,player_count_form_diff,avg_player_year_form_diff,win_rate_diff,win_rate_rolling5,player_count,for,mid
2023-24__sun-10__calgary__macewan,2023-24,calgary,sun. 10,calgary,macewan,1,loss,14.0,7.0,0.3333333333333333,15.0,2.6470588235294117,-1.333333333333334,0.33333333333333304,-0.3333333333333333,-0.3333333333333339,0.0,0.3,0.6,14,0.0,0.0
2023-24__sun-15__alberta__calgary,2023-24,calgary,sun. 15,alberta,calgary,0,loss,11.666666666666666,6.666666666666667,1.3333333333333333,15.0,2.6470588235294117,2.0,2.0,1.0,0.0,0.0,-0.30000000000000004,0.6,14,0.0,0.0
2023-24__sun-17__calgary__unbc,2023-24,calgary,sun. 17,calgary,unbc,1,win,12.0,6.666666666666667,1.3333333333333333,15.0,2.6470588235294117,-3.666666666666666,-3.666666666666667,-0.6666666666666667,0.3333333333333339,0.0,0.0,0.4,17,0.0,0.0
2023-24__sun-27__calgary__mount-royal,2023-24,calgary,sun. 27,calgary,mount royal,1,loss,10.333333333333334,4.666666666666667,1.6666666666666667,15.0,2.6470588235294117,1.6666666666666679,2.0000000000000004,1.0,0.6666666666666661,0.0,-0.29999999999999993,0.4,16,0.0,0.0
2023-24__sun-3__lethbridge__calgary,2023-24,calgary,sun. 3,lethbridge,calgary,0,draw,11.333333333333334,4.666666666666667,1.0,15.666666666666666,2.6470588235294117,1.333333333333334,-1.666666666666666,-0.33333333333333326,0.33333333333333215,0.0,0.0,0.4,16,0.0,0.0
2023-24__fri-1__lethbridge__mount-royal,2023-24,lethbridge,fri. 1,lethbridge,mount royal,1,loss,12.734234234234236,5.045045045045046,0.855855855855856,15.166666666666666,2.6470588235294117,3.352655286865815,1.545045045045046,0.31199620673304895,-0.02192982456140591,0.0,-0.2173067804646751,0.4756756756756757,16,0.0,0.0
2023-24__fri-20__lethbridge__alberta,2023-24,lethbridge,fri. 20,lethbridge,alberta,1,loss,13.0,4.0,0.0,16.0,2.6470588235294117,3.421296296296296,0.05092592592592604,-0.38888888888888884,0.4259259259259238,0.0,-0.6837962962962962,0.0,13,0.0,0.0
2023-24__fri-22__ufv__lethbridge,2023-24,lethbridge,fri. 22,ufv,lethbridge,0,win,10.0,3.0,0.5,14.5,2.6470588235294117,-7.5,-8.0,-1.5,-1.0,0.0,-0.5,0.0,17,0.0,0.0
2023-24__fri-25__macewan__lethbridge,2023-24,lethbridge,fri. 25,macewan,lethbridge,0,win,9.0,3.0,0.6666666666666666,15.333333333333334,2.6470588235294117,-2.0,-2.0,-2.3333333333333335,-0.6666666666666661,0.0,0.3333333333333333,0.3333333333333333,16,0.0,0.0
2023-24__sat-14__saskatchewan__lethbridge,2023-24,lethbridge,sat. 14,saskatchewan,lethbridge,0,draw,6.333333333333333,2.3333333333333335,0.6666666666666666,15.333333333333334,2.6470588235294117,-0.666666666666667,-3.6666666666666665,-0.33333333333333337,-0.6666666666666661,0.0,0.0,0.5,15,0.0,0.0
2023-24__sat-16__lethbridge__thompson-rivers,2023-24,lethbridge,sat. 16,lethbridge,thompson rivers,1,draw,7.333333333333333,2.6666666666666665,0.6666666666666666,16.0,2.6470588235294117,-4.333333333333333,-4.666666666666666,-0.6666666666666666,1.0,-1.3529411764705883,0.09999999999999998,0.5,13,0.0,0.0
2023-24__sat-21__lethbridge__macewan,2023-24,lethbridge,sat. 21,lethbridge,macewan,1,win,8.333333333333334,3.3333333333333335,1.0,14.666666666666666,2.6470588235294117,-6.0,-6.666666666666666,-2.3333333333333335,-1.666666666666666,0.0,0.475,0.6,16,0.0,0.0
2023-24__sat-26__alberta__lethbridge,2023-24,lethbridge,sat. 26,alberta,lethbridge,0,loss,9.0,3.3333333333333335,1.0,14.666666666666666,2.6470588235294117,-2.666666666666666,-1.3333333333333335,0.6666666666666667,-0.3333333333333339,0.0,0.30000000000000004,0.8,15,0.0,0.0
2023-24__sat-30__calgary__lethbridge,2023-24,lethbridge,sat. 30,calgary,lethbridge,0,loss,14.0,5.333333333333333,1.0,14.666666666666666,2.6470588235294117,3.666666666666666,-0.3333333333333339,0.0,-1.0,0.0,0.39999999999999997,0.6,15,0.0,0.0
2023-24__sat-9__lethbridge__saskatchewan,2023-24,lethbridge,sat. 9,lethbridge,saskatchewan,1,win,19.666666666666668,7.333333333333333,1.3333333333333333,15.333333333333334,2.6470588235294117,9.666666666666668,1.666666666666666,-0.3333333333333335,1.333333333333334,0.0,0.2,0.4,13,0.0,0.0
2023-24__sun-1__mount-royal__lethbridge,2023-24,lethbridge,sun. 1,mount royal,lethbridge,0,loss,23.0,8.666666666666666,1.6666666666666667,14.333333333333334,2.6470588235294117,14.0,5.333333333333332,1.6666666666666667,-1.3333333333333321,0.0,-0.30000000000000004,0.5,16,0.0,0.0
2023-24__sun-17__lethbridge__ubc,2023-24,lethbridge,sun. 17,lethbridge,ubc,1,draw,17.333333333333332,7.333333333333333,1.6666666666666667,14.666666666666666,2.6470588235294117,7.999999999999998,3.0,1.0,0.33333333333333215,-1.3529411764705883,-0.5,0.4,14,0.0,0.0
2023-24__sun-24__unbc__lethbridge,2023-24,lethbridge,sun. 24,unbc,lethbridge,0,draw,12.333333333333334,5.333333333333333,1.3333333333333333,14.333333333333334,2.6470588235294117,-2.666666666666666,-3.666666666666667,-0.6666666666666667,-1.3333333333333321,0.0,0.09999999999999998,0.3,16,0.0,0.0
2023-24__sun-3__lethbridge__calgary,2023-24,lethbridge,sun. 3,lethbridge,calgary,1,draw,10.0,6.333333333333333,1.3333333333333333,15.333333333333334,2.6470588235294117,-1.333333333333334,1.666666666666666,0.33333333333333326,-0.33333333333333215,0.0,0.0,0.4,15,0.0,0.0
2023-24__fri-22__victoria__macewan,2023-24,macewan,fri. 22,victoria,macewan,0,loss,13.139639639639638,6.675675675675675,1.7297297297297298,15.590090090090088,2.6470588235294117,7.139639639639638,2.6756756756756754,1.0630630630630633,1.9234234234234222,2.6470588235294117,-0.39436936936936934,0.2722972972972973,16,0.0,0.0
2023-24__fri-25__macewan__lethbridge,2023-24,macewan,fri. 25,macewan,lethbridge,1,loss,11.0,5.0,3.0,16.0,2.6470588235294117,2.0,2.0,2.3333333333333335,0.6666666666666661,0.0,-0.3333333333333333,0.0,17,0.0,0.0
2023-24__sat-14__macewan__calgary,2023-24,macewan,sat. 14,macewan,calgary,1,draw,9.0,5.0,2.0,16.5,2.6470588235294117,-3.0,0.0,1.0,1.5,0.0,0.0,0.0,16,0.0,0.0
2023-24__sat-16__macewan__ubc,2023-24,macewan,sat. 16,macewan,ubc,1,loss,12.666666666666666,7.666666666666667,2.3333333333333335,16.333333333333332,2.6470588235294117,7.666666666666666,5.666666666666667,2.0,0.33333333333333215,-1.3529411764705883,-0.8333333333333334,0.16666666666666666,16,0.0,0.0
2023-24__sat-21__lethbridge__macewan,2023-24,macewan,sat. 21,lethbridge,macewan,0,loss,14.333333333333334,10.0,3.3333333333333335,16.333333333333332,2.6470588235294117,6.0,6.666666666666666,2.3333333333333335,1.666666666666666,0.0,-0.475,0.125,17,0.0,0.0
2023-24__sat-26__macewan__saskatchewan,2023-24,macewan,sat. 26,macewan,saskatchewan,1,win,16.333333333333332,11.0,3.0,16.333333333333332,2.6470588235294117,7.666666666666666,6.0,2.6666666666666665,0.9999999999999982,0.0,-0.4,0.1,16,0.0,0.0
2023-24__sat-30__alberta__macewan,2023-24,macewan,sat. 30,alberta,macewan,0,draw,13.333333333333334,9.0,2.0,16.333333333333332,2.6470588235294117,0.6666666666666679,4.333333333333333,2.0,0.33333333333333215,0.0,-0.3,0.3,13,0.0,0.0
2023-24__sat-9__mount-royal__macewan,2023-24,macewan,sat. 9,mount royal,macewan,0,loss,14.666666666666666,7.333333333333333,0.3333333333333333,15.333333333333334,2.6470588235294117,6.0,4.333333333333333,0.3333333333333333,0.3333333333333339,0.0,-0.4,0.4,17,0.0,0.0
2023-24__sun-10__calgary__macewan,2023-24,macewan,sun. 10,calgary,macewan,0,win,15.333333333333334,6.666666666666667,0.6666666666666666,15.333333333333334,2.6470588235294117,1.333333333333334,-0.33333333333333304,0.3333333333333333,0.3333333333333339,0.0,-0.3,0.3,14,0.0,0.0
2023-24__sun-15__macewan__mount-royal,2023-24,macewan,sun. 15,macewan,mount royal,1,draw,16.666666666666668,6.666666666666667,1.0,14.666666666666666,2.6470588235294117,7.333333333333334,4.333333333333334,0.6666666666666667,-1.0,0.0,-0.09999999999999998,0.5,16,0.0,0.0
2023-24__sun-22__macewan__thompson-rivers,2023-24,macewan,sun. 22,macewan,thompson rivers,1,loss,12.666666666666666,5.333333333333333,1.0,15.666666666666666,2.6470588235294117,6.333333333333333,1.0,0.0,-0.3333333333333339,-1.3529411764705883,0.0,0.6,18,0.0,0.0
2023-24__sun-24__ufv__macewan,2023-24,macewan,sun. 24,ufv,macewan,0,loss,11.666666666666666,5.666666666666667,1.3333333333333333,16.0,2.6470588235294117,-1.6666666666666679,-2.0,-2.0,-0.6666666666666679,0.0,0.4,0.4,15,0.0,0.0
2023-24__thu-19__saskatchewan__macewan,2023-24,macewan,thu. 19,saskatchewan,macewan,0,win,10.666666666666666,5.666666666666667,2.3333333333333335,16.333333333333332,2.6470588235294117,-1.0,0.3333333333333339,1.3333333333333335,2.9999999999999982,0.0,0.09999999999999998,0.3,15,0.0,0.0
2023-24__wed-4__macewan__alberta,2023-24,macewan,wed. 4,macewan,alberta,1,loss,11.0,4.666666666666667,2.0,16.0,2.6470588235294117,2.666666666666666,0.666666666666667,2.0,-0.33333333333333215,0.0,-0.4,0.5,15,0.0,0.0
2023-24__fri-1__lethbridge__mount-royal,2023-24,mount-royal,fri. 1,lethbridge,mount royal,0,win,9.381578947368421,3.5,0.543859649122807,15.188596491228072,2.6470588235294117,-3.352655286865815,-1.545045045045046,-0.31199620673304895,0.02192982456140591,0.0,0.2173067804646751,0.6929824561403508,17,0.0,0.0
2023-24__fri-22__ubc-okanagan__mount-royal,2023-24,mount-royal,fri. 22,ubc okanagan,mount royal,0,win,13.0,6.0,0.0,17.0,2.6470588235294117,-1.0,-1.5,-1.0,0.5,0.0,1.0,1.0,15,0.0,0.0
2023-24__sat-14__alberta__mount-royal,2023-24,mount-royal,sat. 14,alberta,mount royal,0,win,8.5,4.0,0.0,16.0,2.6470588235294117,-3.5,-1.0,-0.5,1.0,0.0,0.5,1.0,12,0.0,0.0
2023-24__sat-16__mount-royal__victoria,2023-24,mount-royal,sat. 16,mount royal,victoria,1,win,7.666666666666667,3.6666666666666665,0.0,14.666666666666666,2.6470588235294117,0.666666666666667,0.33333333333333304,-0.3333333333333333,-0.3333333333333339,2.6470588235294117,0.30000000000000004,1.0,16,0.0,0.0
2023-24__sat-21__mount-royal__calgary,2023-24,mount-royal,sat. 21,mount royal,calgary,1,win,6.333333333333333,2.6666666666666665,0.0,14.333333333333334,2.6470588235294117,-4.333333333333333,-2.0000000000000004,-2.0,-0.6666666666666661,0.0,0.6666666666666667,1.0,15,0.0,0.0
2023-24__sat-23__ubc__mount-royal,2023-24,mount-royal,sat. 23,ubc,mount royal,0,loss,6.666666666666667,2.6666666666666665,0.0,14.333333333333334,2.6470588235294117,-0.6666666666666661,0.6666666666666665,-0.3333333333333333,-1.666666666666666,-1.3529411764705883,0.0,1.0,15,0.0,0.0
2023-24__sat-30__mount-royal__saskatchewan,2023-24,mount-royal,sat. 30,mount royal,saskatchewan,1,win,10.333333333333334,3.6666666666666665,0.0,15.333333333333334,2.6470588235294117,1.6666666666666679,-1.0000000000000004,-1.0,1.0,0.0,0.4,0.8,15,0.0,0.0
2023-24__sat-9__mount-royal__macewan,2023-24,mount-royal,sat. 9,mount royal,macewan,1,win,8.666666666666666,3.0,0.0,15.0,2.6470588235294117,-6.0,-4.333333333333333,-0.3333333333333333,-0.3333333333333339,0.0,0.4,0.8,17,0.0,0.0
2023-24__sun-1__mount-royal__lethbridge,2023-24,mount-royal,sun. 1,mount royal,lethbridge,1,win,9.0,3.3333333333333335,0.0,15.666666666666666,2.6470588235294117,-14.0,-5.333333333333332,-1.6666666666666667,1.3333333333333321,0.0,0.30000000000000004,0.8,16,0.0,0.0
2023-24__sun-10__mount-royal__alberta,2023-24,mount-royal,sun. 10,mount royal,alberta,1,loss,6.666666666666667,2.0,0.0,16.0,2.6470588235294117,-3.666666666666667,-3.0,-0.3333333333333333,1.0,0.0,0.10000000000000009,0.8,14,0.0,0.0
2023-24__sun-15__macewan__mount-royal,2023-24,mount-royal,sun. 15,macewan,mount royal,0,draw,9.333333333333334,2.3333333333333335,0.3333333333333333,15.666666666666666,2.6470588235294117,-7.333333333333334,-4.333333333333334,-0.6666666666666667,1.0,0.0,0.09999999999999998,0.6,12,0.0,0.0
2023-24__sun-17__mount-royal__ufv,2023-24,mount-royal,sun. 17,mount royal,ufv,1,win,11.0,3.0,0.6666666666666666,14.0,2.6470588235294117,0.3333333333333339,-4.333333333333333,-1.0,-2.333333333333332,0.0,0.49999999999999994,0.7,17,0.0,0.0
2023-24__sun-27__calgary__mount-royal,2023-24,mount-royal,sun. 27,calgary,mount royal,0,win,8.666666666666666,2.6666666666666665,0.6666666666666666,14.333333333333334,2.6470588235294117,-1.6666666666666679,-2.0000000000000004,-1.0,-0.6666666666666661,0.0,0.29999999999999993,0.7,14,0.0,0.0
2023-24__sun-3__saskatchewan__mount-royal,2023-24,mount-royal,sun. 3,saskatchewan,mount royal,0,win,7.333333333333333,2.3333333333333335,0.3333333333333333,14.333333333333334,2.6470588235294117,-4.666666666666667,-3.9999999999999996,-0.3333333333333333,1.0,0.0,0.49999999999999994,0.7,15,0.0,0.0
2023-24__fri-22__trinity-western__saskatchewan,2023-24,saskatchewan,fri. 22,trinity western,saskatchewan,0,draw,11.198198198198199,5.963963963963964,1.0450450450450453,15.463963963963966,2.6470588235294117,4.698198198198199,2.9639639639639643,0.5450450450450453,-0.5360360360360339,0.0,0.08355855855855854,0.33355855855855854,16,0.0,0.0
2023-24__sat-14__saskatchewan__lethbridge,2023-24,saskatchewan,sat. 14,saskatchewan,lethbridge,1,draw,7.0,6.0,1.0,16.0,2.6470588235294117,0.666666666666667,3.6666666666666665,0.33333333333333337,0.6666666666666661,0.0,0.0,0.5,17,0.0,0.0
2023-24__sat-16__saskatchewan__ubc-okanagan,2023-24,saskatchewan,sat. 16,saskatchewan,ubc okanagan,1,win,9.5,6.5,0.5,16.5,2.6470588235294117,-7.5,-2.166666666666666,-1.1666666666666667,0.5,0.0,0.09999999999999998,0.5,15,0.0,0.0
2023-24__sat-23__thompson-rivers__saskatchewan,2023-24,saskatchewan,sat. 23,thompson rivers,saskatchewan,0,loss,7.0,4.666666666666667,0.3333333333333333,16.0,2.6470588235294117,-8.333333333333334,-1.333333333333333,-1.3333333333333335,0.0,-1.3529411764705883,0.36666666666666664,0.6666666666666666,14,0.0,0.0
2023-24__sat-26__macewan__saskatchewan,2023-24,saskatchewan,sat. 26,macewan,saskatchewan,0,loss,8.666666666666666,5.0,0.3333333333333333,15.333333333333334,2.6470588235294117,-7.666666666666666,-6.0,-2.6666666666666665,-0.9999999999999982,0.0,0.4,0.5,14,0.0,0.0
2023-24__sat-30__mount-royal__saskatchewan,2023-24,saskatchewan,sat. 30,mount royal,saskatchewan,0,loss,8.666666666666666,4.666666666666667,1.0,14.333333333333334,2.6470588235294117,-1.6666666666666679,1.0000000000000004,1.0,-1.0,0.0,-0.4,0.4,14,0.0,0.0
2023-24__sat-7__saskatchewan__calgary,2023-24,saskatchewan,sat. 7,saskatchewan,calgary,1,loss,12.666666666666666,7.0,1.6666666666666667,14.0,2.6470588235294117,1.0,1.666666666666667,1.0,-2.0,0.0,-0.10000000000000003,0.3,14,0.0,0.0
2023-24__sat-9__lethbridge__saskatchewan,2023-24,saskatchewan,sat. 9,lethbridge,saskatchewan,0,loss,10.0,5.666666666666667,1.6666666666666667,14.0,2.6470588235294117,-9.666666666666668,-1.666666666666666,0.3333333333333335,-1.333333333333334,0.0,-0.2,0.2,17,0.0,0.0
2023-24__sun-1__calgary__saskatchewan,2023-24,saskatchewan,sun. 1,calgary,saskatchewan,0,loss,11.333333333333334,7.0,1.0,15.0,2.6470588235294117,-2.666666666666666,2.0,0.6666666666666667,0.0,0.0,-0.4,0.0,15,0.0,0.0
2023-24__sun-17__saskatchewan__victoria,2023-24,saskatchewan,sun. 17,saskatchewan,victoria,1,draw,11.0,5.333333333333333,1.0,15.333333333333334,2.6470588235294117,1.666666666666666,1.6666666666666665,0.6666666666666667,-0.9999999999999982,2.6470588235294117,-0.8,0.0,13,0.0,0.0
2023-24__sun-22__saskatchewan__alberta,2023-24,saskatchewan,sun. 22,saskatchewan,alberta,1,loss,12.666666666666666,6.333333333333333,1.0,15.0,2.6470588235294117,3.333333333333332,1.666666666666666,1.0,-0.6666666666666661,0.0,-0.8,0.1,14,0.0,0.0
2023-24__sun-27__alberta__saskatchewan,2023-24,saskatchewan,sun. 27,alberta,saskatchewan,0,draw,9.0,3.3333333333333335,1.3333333333333333,14.0,2.6470588235294117,0.3333333333333339,-0.6666666666666665,1.3333333333333333,-1.666666666666666,0.0,-0.9,0.1,13,0.0,0.0
2023-24__sun-3__saskatchewan__mount-royal,2023-24,saskatchewan,sun. 3,saskatchewan,mount royal,1,loss,12.0,6.333333333333333,0.6666666666666666,13.333333333333334,2.6470588235294117,4.666666666666667,3.9999999999999996,0.3333333333333333,-1.0,0.0,-0.49999999999999994,0.2,13,0.0,0.0
2023-24__thu-19__saskatchewan__macewan,2023-24,saskatchewan,thu. 19,saskatchewan,macewan,1,loss,11.666666666666666,5.333333333333333,1.0,13.333333333333334,2.6470588235294117,1.0,-0.3333333333333339,-1.3333333333333335,-2.9999999999999982,0.0,-0.09999999999999998,0.2,13,0.0,0.0
2023-24__fri-1__thompson-rivers__victoria,2023-24,thompson-rivers,fri. 1,thompson rivers,victoria,1,loss,11.444444444444445,5.154761904761905,1.3928571428571428,14.960317460317459,4.0,3.456072351421189,1.3834440753045412,0.9083610188261351,-0.5706902916205259,4.0,-0.5394979697305279,0.2765873015873016,13,0.0,0.0
2023-24__fri-13__ubc__thompson-rivers,2023-24,thompson-rivers,fri. 13,ubc,thompson rivers,0,win,3.0,3.0,1.0,13.0,4.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,13,0.0,0.0
2023-24__fri-25__trinity-western__thompson-rivers,2023-24,thompson-rivers,fri. 25,trinity western,thompson rivers,0,loss,9.0,4.5,0.5,13.0,4.0,1.333333333333333,1.5,0.16666666666666669,-2.333333333333334,1.3529411764705883,0.16666666666666669,0.5,16,0.0,0.0
2023-24__fri-29__thompson-rivers__ufv,2023-24,thompson-rivers,fri. 29,thompson rivers,ufv,1,win,9.0,4.0,0.6666666666666666,14.0,4.0,-2.333333333333334,-1.333333333333333,-0.33333333333333337,-2.0,1.3529411764705883,0.08333333333333331,0.3333333333333333,17,0.0,0.0
2023-24__fri-6__thompson-rivers__ubc-okanagan,2023-24,thompson-rivers,fri. 6,thompson rivers,ubc okanagan,1,win,8.333333333333334,3.0,0.3333333333333333,15.333333333333334,4.0,-5.333333333333332,-3.0,0.0,-0.6666666666666661,1.3529411764705883,0.09999999999999998,0.5,14,0.0,0.0
2023-24__fri-8__unbc__thompson-rivers,2023-24,thompson-rivers,fri. 8,unbc,thompson rivers,0,loss,7.0,3.3333333333333335,0.3333333333333333,15.666666666666666,4.0,-8.0,-6.666666666666666,-0.3333333333333333,0.0,1.3529411764705883,0.09999999999999998,0.6,16,0.0,0.0
2023-24__sat-14__victoria__thompson-rivers,2023-24,thompson-rivers,sat. 14,victoria,thompson rivers,0,loss,8.0,5.333333333333333,1.0,15.666666666666666,4.0,0.33333333333333304,0.6666666666666661,0.0,0.6666666666666661,4.0,-0.09999999999999998,0.6,15,0.0,0.0
2023-24__sat-16__lethbridge__thompson-rivers,2023-24,thompson-rivers,sat. 16,lethbridge,thompson rivers,0,draw,11.666666666666666,7.333333333333333,1.3333333333333333,15.0,4.0,4.333333333333333,4.666666666666666,0.6666666666666666,-1.0,1.3529411764705883,-0.09999999999999998,0.4,17,0.0,0.0
2023-24__sat-2__thompson-rivers__ubc,2023-24,thompson-rivers,sat. 2,thompson rivers,ubc,1,loss,11.666666666666666,5.666666666666667,1.6666666666666667,16.0,4.0,4.999999999999999,4.0,1.3333333333333335,0.3333333333333339,0.0,-0.5,0.5,16,0.0,0.0
2023-24__sat-23__thompson-rivers__saskatchewan,2023-24,thompson-rivers,sat. 23,thompson rivers,saskatchewan,1,win,15.333333333333334,6.0,1.6666666666666667,16.0,4.0,8.333333333333334,1.333333333333333,1.3333333333333335,0.0,1.3529411764705883,-0.36666666666666664,0.3,14,0.0,0.0
2023-24__sat-26__ufv__thompson-rivers,2023-24,thompson-rivers,sat. 26,ufv,thompson rivers,0,loss,12.333333333333334,4.333333333333333,1.3333333333333333,15.666666666666666,4.0,-3.9999999999999982,-5.333333333333333,-1.0000000000000002,0.6666666666666661,1.3529411764705883,0.3,0.3,15,0.0,0.0
