A,SH,SOG,G,away_team,date,home_team,match_id,number,player,position,season,team,team_side
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,18,William Omoreniye,D,2025-26,Thompson Rivers,home
2,3,2,1,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,20,Owen Antoniuk,F,2025-26,Thompson Rivers,home
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,21,Felipe Raed Di Bari,,2025-26,Thompson Rivers,home
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,23,Kundai Dziwa,,2025-26,Thompson Rivers,home
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,24,Spencer McCallum,,2025-26,Thompson Rivers,home
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,27,Oliver Allen,GK,2025-26,Thompson Rivers,home
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,1,Luca Ortu,GK,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,2,Domenico Comita,D,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,3,Stephano Rettis-Martinez,D,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,4,Lewis Crompton,M,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,5,Sam Barazandeh,,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,6,Lucas Rinaldi,,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,7,Ben Finley,F,2025-26,Calgary,away
0,2,1,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,9,Ryan Prasad,,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,10,Minwoo Kang,M,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,11,Kaleb Voth,M,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,19,Marcus D'Andrea,M,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,20,Tommy Moon,,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,23,Sina Barazandeh,,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,24,Liam Freathy,,2025-26,Calgary,away
0,2,1,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,25,Matheus Lucas,F,2025-26,Calgary,away
0,1,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,26,Lachlan Will,F,2025-26,Calgary,away
0,5,1,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,27,Abdel Coulibaly,D,2025-26,Calgary,away
0,0,0,0,Calgary,Sat. 13,Thompson Rivers,2025-26__sat-13__thompson-rivers__calgary,30,Toran Rutherford,,2025-26,Calgary,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,3,Timon Haetscher,FWD,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,6,Alex Kemsley,DEF,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,7,Joshua Flaksman,FWD,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,8,Skyler Rogers,MID,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,9,Luka Patik,MID,2025-26,UFV,home
0,1,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,10,Jonathan Walter,MID,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,12,Sjard Strauss,G,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,13,Joseph Green,DEF,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,15,Alexander Cameron,DEF,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,17,Bwidju Mutongolo,FWD,2025-26,UFV,home
0,2,1,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,20,Chanan Chanda,FWD,2025-26,UFV,home
0,3,2,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,21,Kwasi Oteng-Frimpong,FWD,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,25,Valentin Kirchner,DEF,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,26,Ruben Koudelka,DEF,2025-26,UFV,home
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,2,Beckham Hatch,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,3,Brody Perkin,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,4,Carson Muter,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,5,Iza Martinez,F,2025-26,Mount Royal,away
0,3,1,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,7,Mateo Brazinha,F,2025-26,Mount Royal,away
0,1,1,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,9,Dante Colebourne,M,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,10,Harjoven Sidhu,M,2025-26,Mount Royal,away
0,1,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,11,Kevin Mailand,M,2025-26,Mount Royal,away
0,1,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,12,Bhagvir Sidhu,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,13,Adriano Consiglio,M,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,14,Dylan Lee,M,2025-26,Mount Royal,away
0,1,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,17,Michael Beecroft,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,20,Aidan Fitzgerald,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,21,Ebi Igali,D,2025-26,Mount Royal,away
0,0,0,0,Mount Royal,Sat. 13,UFV,2025-26__sat-13__ufv__mount-royal,25,Matheus De Souza,GK,2025-26,Mount Royal,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,6,Azar El Khallaa,M,2025-26,Trinity Western,home
0,1,1,1,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,7,Felix Guite,M,2025-26,Trinity Western,home
0,3,1,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,8,Ali Yildiz,M,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,13,Jason Vuzi,D,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,15,Abhiroop Sandhu,M,2025-26,Trinity Western,home
0,1,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,19,T-boy Fayia,D,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,20,Adam Dasouki,D,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,22,Oleksandr Popravka,GK,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,23,Nicolas Luczkiewicz,M,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,24,Luther Feulefack,M,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,27,Liam Van Laar,D,2025-26,Trinity Western,home
1,1,1,1,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,33,Alain Sitchet,F,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,34,Philip Wutzl,D,2025-26,Trinity Western,home
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,2,Kosta Adzic,DEF,2025-26,MacEwan,away
1,2,1,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,3,Aiden Evans,DEF,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,5,Adam Hajdecki,DEF,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,8,JJ Janzen,MID,2025-26,MacEwan,away
0,2,2,1,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,9,Emmanuel Dan-Adokiene,FOR,2025-26,MacEwan,away
1,2,1,1,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,11,Charles Nana,FOR,2025-26,MacEwan,away
0,1,1,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,14,Marcel Bona,MID,2025-26,MacEwan,away
0,1,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,16,Jackson Van den Brink,DEF,2025-26,MacEwan,away
0,2,1,1,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,18,Jace Wiebe,FOR,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,19,Jonny Grant,DEF,2025-26,MacEwan,away
1,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,22,Francis Powell,MID,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,23,Marc Huizenga,FOR,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,24,Grant Verhoeven,MID,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,27,Kieran Eve,MID,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,29,Peter Rogenthien,GK,2025-26,MacEwan,away
0,0,0,0,MacEwan,Sat. 13,Trinity Western,2025-26__sat-13__trinity-western__macewan,31,Garreth Rayner,MID,2025-26,MacEwan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,1,Jaron Slopinski,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,3,Rowen Gresty,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,4,Makariy Pryadko,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,5,Ty Lee,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,6,Jackson Kovitch,,2025-26,UBC,home
1,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,7,Dante Molina,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,8,Malcolm Rektor,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,9,Misgana Killoh,,2025-26,UBC,home
0,1,1,1,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,10,Ethan Cabral,,2025-26,UBC,home
0,2,1,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,13,Tao Hein,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,16,Alessandro Calado,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,17,Sergio Molina,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,20,Kiran Baker,,2025-26,UBC,home
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,1,Jack Garner,,2025-26,Saskatchewan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,2,Cameron Hajdu,,2025-26,Saskatchewan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,4,Marcus Puhalj,,2025-26,Saskatchewan,away
0,4,2,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,6,Yuan Yu-Hsuan,,2025-26,Saskatchewan,away
0,3,2,1,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,7,Henri Godbout,,2025-26,Saskatchewan,away
1,5,2,1,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,8,Theo Afework,,2025-26,Saskatchewan,away
0,1,1,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,9,Max Comsia,,2025-26,Saskatchewan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,11,Brennen Fuerst,,2025-26,Saskatchewan,away
0,3,1,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,12,Joven Mann,,2025-26,Saskatchewan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,13,Eric Lajeunesse,,2025-26,Saskatchewan,away
0,0,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,14,Oliver Herbert,,2025-26,Saskatchewan,away
0,1,0,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,21,Nicolas Nadeau,,2025-26,Saskatchewan,away
0,5,3,1,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,24,Luke Norman,,2025-26,Saskatchewan,away
0,1,1,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,27,Markus Rukavina,,2025-26,Saskatchewan,away
0,1,1,0,Saskatchewan,Sun. 14,UBC,2025-26__sun-14__ubc__saskatchewan,28,Markus Kaiser,,2025-26,Saskatchewan,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,2,Dylan Marple,D,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,4,Jivan Aulakh,,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,5,Patrick Kondraciuk,D,2025-26,Victoria,home
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,6,Jackson Belbin,D,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,8,Thomas Hope,D,2025-26,Victoria,home
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,9,Caden Ruby,F,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,10,Habib Assem,F,2025-26,Victoria,home
0,3,1,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,11,Prince Amanda,F,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,13,Nicholas Lechelt,,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,14,Rodane Cato,M,2025-26,Victoria,home
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,15,Justin George,,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,17,Frankroy Cain,F,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,21,Trystan Read,GK,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,24,Jack Ferraro,,2025-26,Victoria,home
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,26,Harkirat Malhi,D,2025-26,Victoria,home
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,1,Callum Weir,GK,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,2,Fin Tugwell,D,2025-26,Alberta,away
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,4,Alexander Moody,D,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,5,Archie Tugwell,D,2025-26,Alberta,away
0,1,1,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,7,Yassin Guitouni,F,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,8,Connor Legge,M,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,10,Jack Napier-Ganley,,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,11,Mattheus Achadinha,,2025-26,Alberta,away
1,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,14,Ole Cameron,M,2025-26,Alberta,away
0,1,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,15,Aiden Grew,D,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,16,Matteo Hilton,,2025-26,Alberta,away
0,2,1,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,17,Matthew Pearse,F,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,20,Evan Larson,,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,22,Jag Zaharia,D,2025-26,Alberta,away
0,2,1,1,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,24,Takin Keshavarz,M,2025-26,Alberta,away
0,0,0,0,Alberta,Sun. 14,Victoria,2025-26__sun-14__victoria__alberta,27,Jacob Thomas,,2025-26,Alberta,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,2,Kosta Adzic,,2025-26,Saskatchewan,home
0,1,1,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,3,Aiden Evans,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,5,Adam Hajdecki,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,6,Garreth Rayner,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,7,Gabriel Moore,,2025-26,Saskatchewan,home
0,1,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,8,JJ Janzen,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,9,Emmanuel Dan-Adokiene,,2025-26,Saskatchewan,home
0,4,4,1,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,11,Charles Nana,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,14,Marcel Bona,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,16,Jackson Van den Brink,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,18,Jace Wiebe,,2025-26,Saskatchewan,home
0,1,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,22,Francis Powell,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,23,Marc Huizenga,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,24,Grant Verhoeven,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,29,Peter Rogenthien,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,36,David Saavedra,,2025-26,Saskatchewan,home
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,1,Jaron Slopinski,,2025-26,Trinity Western,away
0,1,1,1,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,3,Rowen Gresty,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,4,Makariy Pryadko,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,5,Ty Lee,,2025-26,Trinity Western,away
0,1,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,6,Jackson Kovitch,,2025-26,Trinity Western,away
1,2,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,7,Dante Molina,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,8,Malcolm Rektor,,2025-26,Trinity Western,away
0,3,1,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,9,Misgana Killoh,,2025-26,Trinity Western,away
0,1,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,10,Ethan Cabral,,2025-26,Trinity Western,away
0,5,4,1,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,13,Tao Hein,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,16,Alessandro Calado,,2025-26,Trinity Western,away
0,1,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,17,Sergio Molina,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,18,Aydin Wiebe,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,19,Besufekad Tsedeke,,2025-26,Trinity Western,away
0,0,0,0,Trinity Western,Sat. 20,Saskatchewan,2025-26__sat-20__saskatchewan__trinity-western,20,Kiran Baker,,2025-26,Trinity Western,away
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,3,Adam Korduner,,2025-26,Calgary,home
0,2,1,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,4,Pipeijn van der Ende,D,2025-26,Calgary,home
0,1,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,6,Luke Graham,D,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,8,Hagon Kim,D,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,9,Cole Gunhold,,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,10,Mehdi Bounaaja,,2025-26,Calgary,home
0,1,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,13,Isaac Tate,M,2025-26,Calgary,home
0,1,1,1,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,14,Charlie Stewart,,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,16,Trevor Scott,,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,17,Mark Talisuna,M,2025-26,Calgary,home
1,1,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,19,Wyatt Lyon,M,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,20,James Jordan,M,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,21,Koss Nystedt,D,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,22,Josh Jordan,,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,26,Charlie Beauvais,D,2025-26,Calgary,home
0,0,0,0,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,27,Logan Pierce,GK,2025-26,Calgary,home
0,1,1,1,UNBC,Sat. 20,Calgary,2025-26__sat-20__calgary__unbc,28,Jamie Wildash-Chan,D,2025-26,Calgary,home
